,state,date,region_name,dailycases,note,CODE_2
238,China,20-02-08,Guangdong,57.0,,CHN.6_1
239,China,20-02-09,Guangdong,45.0,,CHN.6_1
240,China,20-02-10,Guangdong,31.0,,CHN.6_1
241,China,20-02-11,Guangdong,26.0,,CHN.6_1
242,China,20-02-12,Guangdong,42.0,,CHN.6_1
243,China,20-02-13,Guangdong,22.0,,CHN.6_1
244,China,20-02-14,Guangdong,20.0,,CHN.6_1
245,China,20-02-15,Guangdong,34.0,,CHN.6_1
246,China,20-02-16,Guangdong,21.0,,CHN.6_1
247,China,20-02-17,Guangdong,6.0,,CHN.6_1
248,China,20-02-18,Guangdong,6.0,,CHN.6_1
249,China,20-02-19,Guangdong,3.0,,CHN.6_1
250,China,20-02-20,Guangdong,1.0,,CHN.6_1
251,China,20-02-21,Guangdong,1.0,,CHN.6_1
252,China,20-02-22,Guangdong,6.0,,CHN.6_1
253,China,20-02-23,Guangdong,3.0,,CHN.6_1
254,China,20-02-24,Guangdong,3.0,,CHN.6_1
255,China,20-02-25,Guangdong,2.0,,CHN.6_1
256,China,20-02-26,Guangdong,0.0,,CHN.6_1
257,China,20-02-27,Guangdong,0.0,,CHN.6_1
258,China,20-02-28,Guangdong,1.0,,CHN.6_1
259,China,20-02-29,Guangdong,1.0,,CHN.6_1
260,China,20-03-01,Guangdong,0.0,,CHN.6_1
261,China,20-03-02,Guangdong,1.0,,CHN.6_1
262,China,20-03-03,Guangdong,0.0,,CHN.6_1
263,China,20-03-04,Guangdong,0.0,,CHN.6_1
264,China,20-03-05,Guangdong,0.0,,CHN.6_1
265,China,20-03-06,Guangdong,1.0,,CHN.6_1
266,China,20-03-07,Guangdong,1.0,,CHN.6_1
267,China,20-03-08,Guangdong,0.0,,CHN.6_1
268,China,20-03-09,Guangdong,0.0,,CHN.6_1
269,China,20-03-10,Guangdong,1.0,,CHN.6_1
270,China,20-03-11,Guangdong,0.0,,CHN.6_1
271,China,20-03-12,Guangdong,3.0,,CHN.6_1
272,China,20-03-13,Guangdong,0.0,,CHN.6_1
273,China,20-03-14,Guangdong,0.0,,CHN.6_1
274,China,20-03-15,Guangdong,1.0,,CHN.6_1
275,China,20-02-01,Guangxi,100.0,,CHN.7_1
276,China,20-02-02,Guangxi,11.0,,CHN.7_1
277,China,20-02-03,Guangxi,16.0,,CHN.7_1
